xmin,ymin,xmax,ymax,confidence,class
365,94,373,102,1.0,"Of Marseilles; Greek navigator, geographer (c. 308 B.C.)."
335,48,343,56,1.0,Aleksandr Vladimirovich; Soviet astrophysicist (1897-1968); Andrei Andreevich; Russian mathematician (1856-1922).
193,210,201,218,1.0,Forest R.; American astronomer (1872-1952).
262,150,270,158,1.0,Andrija; Croatian geophysicist (1857-1936). (Spelling changed from Mohoróvičic.)
135,100,143,108,1.0,"Of Alexandria; Greek geometer, astronomer (c. A.D. 98)."
144,29,152,37,1.0,"Francois Napoleon Marie; French mathematician, physicist (1804-1884)."
279,157,287,165,1.0,"Harutaro; Japanese physicist, astronomer (1872-1947)."
197,110,205,118,1.0,Nikolay Dmitrievich; Soviet astronomer (1902-1955).
221,117,229,125,1.0,Ferdinand Frederic Henri; French chemist; Nobel laureate (1852-1907).
201,59,209,67,1.0,Robert Methven; Scottish-born Canadian astrophysicist (1906-1966).
145,112,153,120,1.0,"""Sea of Tranquility."""
172,113,180,121,1.0,"""Sea of Waves."""
298,71,306,79,1.0,Boris S.; Soviet rocketry engineer (1898-1933).
367,153,375,161,1.0,"""Sea of Clouds."""
312,152,320,160,1.0,"""Eastern sea."""
178,180,186,188,1.0,Of Tyre; Greek geographer (unkn-c. 100).
281,164,289,172,1.0,Edme; French physicist (1620-1684).
343,107,351,115,1.0,"Mayer, Simon; German astronomer (1573-1624)."
143,97,151,105,1.0,English form of Hebrew female name.
159,145,167,153,1.0,Robert Le Mesurier; British explorer (1807-1873).
145,63,153,71,1.0,Charles; British astronomer (1730-1787).
313,144,321,152,1.0,Annie Scott Dill Russell; British astronomer (1868-1947); Edward Walter; British astronomer (1851-1928).
370,55,378,63,1.0,Named from terrestrial island.
360,53,368,61,1.0,Pierre Louis Moreau de; French mathematician (1698-1759).
365,80,373,88,1.0,William Johnson; American benefactor (1844-1926); Thomas Logie; Scottish selenographer (1901-1973).
273,171,281,179,1.0,Sharon Christa Corrigan; civilian school teacher member of the Challenger crew (1948-1986).
133,183,141,191,1.0,"Maurolico, Francesco; Italian mathematician (1494-1575)."
194,81,202,89,1.0,James Clerk; British physicist (1831-1879).
189,120,197,128,1.0,Alexander George; American meteorologist (1863-1943).
379,66,387,74,1.0,Named from Mt. Piton on Tenerife Islands.
258,146,266,154,1.0,Andrew; Canadian astronomer (1910-1960).
140,102,148,110,1.0,Gaius Plinius Secundus (The Elder); Roman natural scientist (23-79).
313,57,321,65,1.0,Dean Benjamin; American astronomer (1901-1965).
376,74,384,82,1.0,"German for ""sharp peaks"", and named for resemblance to the terrestrial island group."
152,85,160,93,1.0,Named from terrestrial Taurus Mts.
261,100,269,108,1.0,"Francis Charles; American engineer, astronomer (1867-1938); Robert Raynolds; American astronomer (1891-1962)."
274,175,282,183,1.0,Ronald Ewald; member of the Challenger crew (1950-1986).
289,92,297,100,1.0,Paul Aloysius; American astronomer (1890-1955).
274,138,282,146,1.0,Ilya Ilich; Russian-French bacteriologist; Nobel laureate (1845-1916).
354,186,362,194,1.0,Arthur Butler Phillips; Scottish astronomer (1860-1926).
375,139,383,147,1.0,Turkish male name.
311,104,319,112,1.0,Charles Edward Kenneth; British-born American photographer (1882-1960).
211,89,219,97,1.0,William Frederick; American physicist (1888-1966).
204,139,212,147,1.0,Lise; Austrian physicist (1878-1968).
210,112,218,120,1.0,Greek female name.
301,193,309,201,1.0,Gregor Johann; Austrian biologist (1822-1884).
224,116,232,124,1.0,Dmitri Ivanovich; Russian chemist (1834-1907).
361,165,369,173,1.0,"Gerard De Kremer (Gerhardus Mercator); Belgian cartographer, geographer, mathematician (1512-1594)."
170,57,178,65,1.0,Mercury; Roman mythical messenger.
296,17,304,25,1.0,Paul Willard; American astronomer (1887-1961).
344,154,352,162,1.0,"Mersenne, Marin; French mathematician, physicist (1588-1648)."
213,106,221,114,1.0,Ivan Vsevolodovich; Russian mathematician (1859-1935).
358,109,366,117,1.0,"Milich, Jacob; German doctor, mathematician, astronomer (1501-1559)."
166,68,174,76,1.0,(Ma-Sa-Allah); Jewish astronomer (unkn- c. 815).
157,126,165,134,1.0,Charles; French astronomer (1730-1817).
126,86,134,94,1.0,"John, British instrument maker (1682-1744)."
154,181,162,189,1.0,Adriaan Adriaanszoon; Dutch astronomer (1571-1635).
373,95,381,103,1.0,Alfred Russel; British natural historian (1823-1913).
145,139,153,147,1.0,Johann Heinrich; German astronomer (1794-1874).
137,19,145,27,1.0,Greek astronomer (unkn-fl. 432 B.C.).
287,21,295,29,1.0,Yurij Borisovich; Soviet rocket scientist (1929-1965).
204,168,212,176,1.0,"Edward Arthur; British mathematician, astrophysicist (1896-1950)."
293,114,301,122,1.0,Albert Abraham; German-American physicist; Nobel laureate (1852-1931).
149,95,157,103,1.0,Named from nearby crater.
365,140,373,148,1.0,Antonio Lazzaro; Italian Earth scientist (1687-1764).
139,138,147,146,1.0,Albrecht; German geographer (1858-1945).
245,15,253,23,1.0,Milutin; Yugoslavian astronomer (1879-1958).
210,57,218,65,1.0,Robert Andrews; American physicist; Nobel laureate (1868-1953).
234,111,242,119,1.0,Mark Muir; American physicist (1917-1958).
264,88,272,96,1.0,"Henri; French mathematician, astronomer (1899-1954)."
338,66,346,74,1.0,Karl Ludwig Christian; German astronomer (1788-1862).
276,203,284,211,1.0,Hermann; German mathematician (1864-1909); Rudolph Leo Bernhard; American astronomer (1895-1976).
138,53,146,61,1.0,Maria; American astronomer (1818-1889).
145,214,153,222,1.0,"Vincente Mut, or Muth; Spanish astronomer (unkn-1673)."
378,141,386,149,1.0,Arabic female name.
270,98,278,106,1.0,Sisir Kumar; Indian physicist (1890-1963).
135,144,143,152,1.0,Ismail Ibn Abū al-Fidā; Syrian geographer (1273-1331).
194,99,202,107,1.0,"Aleksandr Stepanovich; Russian physicist, engineer (1859-1905); C.; Bulgarian astronomer (1880-1966)."
125,134,133,142,1.0,Karl; Czechoslovakian astronomer (1866-1942).
372,203,380,211,1.0,Russell Williams; American telescope designer (1871-1949).
354,82,362,90,1.0,Named from nearby crater.
209,116,217,124,1.0,German male name.
149,103,157,111,1.0,Arabic male name.
209,117,217,125,1.0,African male name.
195,101,203,109,1.0,"August Ferdinand; German mathematician, astronomer (1790-1868)."
375,124,383,132,1.0,Johan Sigismund von; Danish benefactor (1759-1843).
344,141,352,149,1.0,Named from nearby crater.
342,84,350,92,1.0,Named from nearby crater.
377,95,385,103,1.0,"Christiaan; Dutch astronomer, mathematician, physicist (1629-1695)."
233,96,241,104,1.0,Hantaro; Japanese physicist (1865-1940).
165,130,173,138,1.0,Ajima; Japanese mathematician (c. 1732-1798).
145,78,153,86,1.0,Of Apamea; Greek geographer (135(?)-51(?) B.C.).
341,82,349,90,1.0,Georgius; German Earth scientist (1494-1555).
376,87,384,95,1.0,Named from nearby crater.
266,57,274,65,1.0,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).
253,71,261,79,1.0,Joseph Haines; American astronomer (1878-1949).
375,224,383,232,1.0,"Moret, Theodore; Belgian mathematician (1602-1667)."
240,138,248,146,1.0,Gaston; French physicist (1834-1889).
269,159,277,167,1.0,Henry Crozier Keating; British astronomer (1875-1946).
246,139,254,147,1.0,"Oliver; British mathematician, physicist (1850-1925)."
340,114,348,122,1.0,"Reinieri, Vincentio; Italian astronomer, mathematician (unkn-1648)."
180,89,188,97,1.0,Greek biographer (c. A.D.46-c. 120).
309,42,317,50,1.0,Martin Odlanicky; Polish astronomer (1728-1810).
203,184,211,192,1.0,Norman Robert; British astronomer (1829-1891).
276,11,284,19,1.0,Louis; French mathematician (1777-1859).
131,167,139,175,1.0,Simeon Denis; French mathematician (1781-1840).
142,155,150,163,1.0,Greek historian (204(?)-122(?) B.C.).
360,134,368,142,1.0,Named from range in Asia (now Ural Mountains).
169,128,177,136,1.0,Edward Williams; American chemist (1838-1923).
214,117,222,125,1.0,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).
346,164,354,172,1.0,"Luigi; Italian physicist, mathematician (1807-1896)."
255,92,263,100,1.0,Samuel Finley Breese; American inventor (1791-1872).
223,113,231,121,1.0,Theodore William; American chemist; Nobel laureate (1868-1928).
360,12,368,20,1.0,Ernest Amedee Barthelemy; French astronomer (1821-1892).
211,131,219,139,1.0,Egyptian ruler (fl. 6th-7th century B.C.).
141,26,149,34,1.0,"(Neville), Edmund; British astronomer, selenographer (1849-1940)."
315,94,323,102,1.0,Henry Gwyn Jeffreys; British physicist (1887-1915).
129,44,137,52,1.0,Greek philosopher (c. 485-415 B.C.).
184,111,192,119,1.0,John; Scottish mathematician (1550-1617).
312,73,320,81,1.0,Walther Hermann; German physical chemist; Nobel laureate (1864-1941).
213,161,221,169,1.0,Grigorij Nikolaevich; Soviet astronomer (1885-1946).
352,163,360,171,1.0,Pierre; French astronomer (1855-1928).
174,225,182,233,1.0,"Georg Balthasar von; German meteorologist, hydrographer (1826-1909)."
330,122,338,130,1.0,"Howelcke, Johann; Polish astronomer (1611-1687)."
155,81,163,89,1.0,Simon; Canadian-American astronomer (1835-1909).
319,161,327,169,1.0,Seth Barnes; American astronomer (1891-1963).
146,117,154,125,1.0,Otto; German chemist; Nobel laureate (1847-1931).
367,232,375,240,1.0,"Sir Isaac; British mathematician, physicist, astronomer (1643-1727)."
142,184,150,192,1.0,Friedrich Bernhard Gottfried; German astronomer (1793-1846).
371,155,379,163,1.0,Joseph Nicholas; French astronomer (1786-1843).
343,78,351,86,1.0,Axel Vilfrid; Danish astronomer (1902-1970); Harald Herborg; American physicist (1903-1973).
294,21,302,29,1.0,"Joseph-Nicéphore; French physicist, photographer (1765-1833). (Spelling changed from Niépce.)"
219,76,227,84,1.0,Albertus Antonie; Dutch astronomer (1868-1936).
231,74,239,82,1.0,Andriyan Grigoryevich; Soviet cosmonaut (1929-2004).
319,251,327,259,1.0,Paul D.; American planetary geologist (1952-2018).
258,187,266,195,1.0,Yoshio; Japanese physicist (1890-1951).
307,103,315,111,1.0,Alfred Bernhard; Swedish inventor (1833-1896).
161,245,169,253,1.0,Umberto; Italian artic explorer (1885-1978).
178,123,186,131,1.0,Leopoldo; Italian physicist (1784-1835).
126,173,134,181,1.0,Pedro Nuñez Salaciense; Portuguese mathematician (1502-1578).
205,87,213,95,1.0,Ivan Ivanovich; Russian heat engineer (1728-1766).
171,122,179,130,1.0,Mikhail Mikhailovich; Russian rocketry scientist (1851-1916).
341,16,349,24,1.0,"Jean-Victor; French mathematician, engineer (1788-1867)."
139,160,147,168,1.0,Jean Louis; French astronomer (1761-1831).
134,164,142,172,1.0,"Pontano, Giovanni Gioviani; Italian astronomer (1427-1503)."
358,140,366,148,1.0,Robert; British natural scientist (unkn-fl. c. 1590).
188,117,196,125,1.0,Joseph; American engineer (1905-1968).
264,224,272,232,1.0,Boris Vasilievich; Soviet astronomer (1891-1941).
243,78,251,86,1.0,Frantisek; Czechoslovakian astronomer (1867-1925). (Spelling changed from Nüsl.)
347,193,355,201,1.0,"Johann Jakob; German geologist, mineralogist, seismologist (1788-1877)."
298,29,306,37,1.0,Emmy; German mathematician (1882-1935).
234,35,242,43,1.0,Hermann; Austrian space scientist (1894-1989).
126,105,134,113,1.0,"""Sea of Vapors."""
239,178,247,186,1.0,Vladimir Afanasievich; Soviet geologist (1863-1956).
339,94,347,102,1.0,"""Ocean of Storms."""
334,42,342,50,1.0,"Of Chios; Greek astronomer, geometrician (500(?)-430 B.C.)."
157,62,165,70,1.0,"Hans Christian; Danish physicist, chemist (1777-1851)."
372,90,380,98,1.0,Michael Idvorsky; American physicist and inventor of Serbian origin (1858-1935).
299,97,307,105,1.0,Georg Simon; German physicist (1789-1854).
357,170,365,178,1.0,Jesse; British instrument maker (1735-1800).
178,186,186,194,1.0,"(Okenfuss), Lorenz; German biologist, physiologist (1779-1851)."
325,113,333,121,1.0,"Heinrich Wilhelm Matthäus; German astronomer, doctor (1758-1840)."
207,94,215,102,1.0,William Tyler; American astronomer (1873-1936).
222,40,230,48,1.0,Charles Pollard; American astronomer (1884-1975).
307,41,315,49,1.0,"Al-Khayyāmī; Persian mathematician, astronomer, poet (c. 1048-c. 1131)."
170,113,178,121,1.0,Julius Maternus of Syracuse; Roman astrologer (fl. A.D. 330-354).
334,210,342,218,1.0,Jean Sylvain; French astronomer (1736-1793).
273,175,281,183,1.0,Ellison Shoji; member of the Challenger crew (1946-1986).
367,147,375,155,1.0,"Friedrich Wilhelm; German astronomer (1794-1863), Otto Moritz; German astronomer (1829-1912)."
261,174,269,182,1.0,J. (Julius) Robert; American physicist (1904-1967).
124,121,132,129,1.0,"""Bay of the center."""
318,163,326,171,1.0,Edison; American astronomer (1889-1962).
301,213,309,221,1.0,Joseph von; Austrian optician (1807-1891).
244,184,252,192,1.0,"Oresme, Nicole; French mathematician (1323(?)-1382)."
221,108,229,116,1.0,Sir Ernest; New Zealand-British physicist; Nobel laureate (1871-1937).
255,160,263,168,1.0,Aleksandr Iakovlevich; Soviet astronomer (1880-1954); Sergei Vladimirovich; Soviet astronomer (1880-1958).
143,122,151,130,1.0,Nevil; British astronomer (1732-1811).
377,181,385,189,1.0,"Oronce Fine (Orontius Finaeus Delphinatus); French mathematician, cartographer (1494-1555)."
127,97,135,105,1.0,Arabic male name
177,161,185,169,1.0,"John; British geologist, astronomer (1800-1874)."
339,199,347,207,1.0,Johannes Phocylides Holwarda (Jan Fokker); Dutch astronomer (1618-1651).
356,21,364,29,1.0,"Of Croton; Greek mathematician, astronomer, philosopher (unkn-fl. 400 B.C.)."
368,81,376,89,1.0,"Ralph Allen; Irish-born British astronomer, mathematician (1866-1939)."
162,103,170,111,1.0,Jean; French astronomer (1620-1682).
143,97,151,105,1.0,Egyptian male first name.
174,129,182,137,1.0,"William John Macquorn; Scottish physicist, engineer (1820-1872)."
331,175,339,183,1.0,Giuseppe; Italian astronomer (1746-1826).
377,64,385,72,1.0,Charles; Italian-born Scottish astronomer (1819-1900).
210,109,218,117,1.0,Wilhelm; German chemist; Nobel laureate (1853-1932).
239,74,247,82,1.0,Carl Leo; American astronomer (1892-1972).
374,137,382,145,1.0,Johann; Czechoslovakian-Austrian astronomer (1848-1925).
169,163,177,171,1.0,Johann Georg; German astronomer (1723-1788).
375,139,383,147,1.0,English female name.
235,167,243,175,1.0,Marcus; American physicist (1897-1961).
132,96,140,104,1.0,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).
312,34,320,42,1.0,Friedrich Adolf; German chemist (1887-1958).
170,207,178,215,1.0,"Philippe Gustave Doulcet, Comte De Pontécoulant; French mathematician (1795-1874)."
378,116,386,124,1.0,"Peter Simon; German-born Russian geologist, natural historian (1741-1811)."
187,131,195,139,1.0,Ambrose; American inventor (1846-1937).
130,160,138,168,1.0,"Bienewitz, Peter; German mathematician, astronomer (1495-1552)."
224,129,232,137,1.0,Antonie; Dutch astronomer (1873-1960).
379,84,387,92,1.0,Josiah Edward; American geologist (1870-1950).
302,87,310,95,1.0,Pavel Petrovich; Soviet astronomer (1906-1960).
240,109,248,117,1.0,Nikolaj Dmitrievich; Soviet physicist (1880-1947).
209,123,217,131,1.0,Egyptian inventor (unkn-c. 100 B.C.).
240,156,248,164,1.0,"Philippus Aureolus Theophrastus Bombast von Hohenheim; Swiss-German doctor, chemist (1493-1541)."
273,52,281,60,1.0,John Stefanos; Greek-American astronomer (1889-1951).
226,121,234,129,1.0,"Sir Arthur; British mathematician, physicist (1851-1934)."
258,71,266,79,1.0,"John ""Jack"" Whiteside; American rocketry scientist (1914-1952)."
329,18,337,26,1.0,Blaise; French mathematician (1623-1662).
197,171,205,179,1.0,John A.; American astronomer (1861-1925).
378,130,386,138,1.0,Friedrich Wilhelm Gustav; German astronomer (1822-1895).
126,144,134,152,1.0,"Johann Jacob Friedrich Wilhelm; Russian doctor, physicist (1792-1840)."
355,84,363,92,1.0,German male name.
368,135,376,143,1.0,William Edward; British explorer (1790-1855).
338,86,346,94,1.0,Ernst; German astronomer (1886-1970).
280,143,288,151,1.0,Friedrich; German physicist (1865-1940).
198,140,206,148,1.0,"Louis; French chemist, microbiologist (1822-1895)."
227,61,235,69,1.0,Joseph Lade; Australian radio astronomer (1908-1962).
359,183,367,191,1.0,"Greek philosopher, writer (unkn-fl. 596 B.C.)."
361,88,369,96,1.0,Latin male name.
317,47,325,55,1.0,Henri Victor; French chemist; physicist (1810-1878).
304,106,312,114,1.0,Francis Gladheim; American astronomer (1881-1938).
158,167,166,175,1.0,Georg von; German optician (1772-1826).
124,88,132,96,1.0,English female name.
219,147,227,155,1.0,"Viktor Ivanovich; Soviet engineer, cosmonaut (1933-1971)."
185,120,193,128,1.0,Bertrand Meigh; British astronomer (1891-1965).
221,187,229,195,1.0,Wolfgang; Austrian-American physicist; Nobel laureate (1900-1958).
161,98,169,106,1.0,"Benjamin; American mathematician, astronomer (1809-1880)."
225,164,233,172,1.0,Ivan Petrovich; Soviet physiologist; Nobel laureate (1849-1936).
230,157,238,165,1.0,Yury Alekseyevich; Soviet cosmonaut (1934-1968).
172,189,180,197,1.0,"Peiresc, Nicolas Claude Fabri De; French astronomer, archaeologist (1580-1637)."
132,215,140,223,1.0,Joseph Barclay; Irish geographer (1797-1873).
199,158,207,166,1.0,Yakov Isidorovich; Soviet rocketry scientist (1882-1942).
245,33,253,41,1.0,Amedeo (Conte Di Quarengna); Italian physicist (1776-1856).
138,88,146,96,1.0,Vikram Ambalal; Indian astrophysicist (1919-1971).
289,64,297,72,1.0,Charles Dillon; American astronomer (1867-1951).
215,138,223,146,1.0,Yevgenii Yakovlevich; Soviet astrophysicist (1906-1938).
249,101,257,109,1.0,Artturi Ilmari; Finnish agricultural biochemist; Nobel laureate (1895-1973).
255,57,263,65,1.0,Richard Scott; American telescope manufacturer (1906-1969).
136,117,144,125,1.0,Philip III of Macedonia; chronologer (c. 358-317 B.C.).
167,160,175,168,1.0,"Petau, Denis; French chronologist, astronomer (1583-1652)."
327,207,335,215,1.0,Alexandre Guy; French astronomer (1711-1796).
212,192,220,200,1.0,"Solomon Borisovich; Soviet astronomer, cosmologist (1921-1975)."
144,63,152,71,1.0,"Baron Giovanni Antonio Amedeo; Italian astronomer, geometrician (1781-1864)."
318,209,326,217,1.0,Jean-François Pilâtre de Rozier; French aeronaut (1756-1785).
